SerialNumber,NetworkIPv4_CIDR,CountryName,CountryCode,RegionName,RegionCode,CityName,Latitude,Longitude
1950,10.160.5.0/24,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
1951,10.130.0.160/30,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
1952,10.130.0.164/30,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
1953,10.130.0.176/30,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
1954,10.130.0.180/30,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
1955,194.2.94.8/29,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
1956,192.113.71.0/28,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
1957,192.113.66.64/29,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
1958,10.226.225.0/24,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
1959,193.57.249.32/27,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
1960,193.57.249.64/27,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
1961,10.247.9.64/28,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
1962,192.113.66.96/27,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
1963,192.113.66.192/26,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
1964,194.3.247.0/28,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
1965,205.223.237.64/26,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
1966,194.4.230.64/27,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
1967,194.4.230.128/27,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
1968,194.4.230.96/27,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
1969,192.113.66.32/27,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
1970,192.113.66.0/27,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
1971,10.247.9.48/28,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
1972,10.247.52.0/24,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
1973,192.113.66.72/29,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
1974,10.200.10.0/28,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
1975,10.174.146.0/24,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
1976,149.6.166.120/29,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
1977,149.11.0.152/29,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
1978,10.230.224.0/29,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
1979,10.67.77.24/29,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
1980,10.226.40.0/25,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
1981,10.226.40.160/27,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
1982,10.226.40.144/28,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
1983,10.226.42.0/23,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
1984,10.226.41.128/26,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
1985,10.226.40.192/28,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
1986,10.226.41.32/27,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
1987,10.67.255.0/28,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
1988,10.226.41.64/26,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
1989,10.226.41.224/27,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
1990,10.226.44.0/24,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
1991,10.226.41.192/27,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
1992,10.67.17.0/25,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
1993,10.67.16.64/26,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
1994,10.67.16.128/25,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
1995,10.67.14.0/25,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
1996,10.67.252.144/29,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
1997,10.67.15.0/29,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
1998,195.25.127.56/29,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
1999,194.3.231.176/29,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
2000,194.3.231.8/29,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
2001,10.247.248.64/28,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
2002,10.247.230.64/27,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
2003,10.247.227.224/27,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
2004,10.247.226.128/27,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
2005,10.247.173.224/28,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
2006,194.3.229.224/29,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
2007,10.67.32.160/27,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
2008,10.166.0.0/16,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
2009,192.113.72.0/24,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
2010,192.113.65.0/24,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
2011,10.25.22.0/24,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
2012,154.61.94.0/24,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
2013,10.87.124.0/23,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
2014,10.67.15.16/28,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
2015,10.247.208.0/22,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
2016,10.67.63.0/24,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
2017,10.70.100.0/25,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
2018,10.70.101.0/26,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
2019,172.28.12.0/24,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
2020,172.28.14.0/24,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
2021,10.67.32.96/28,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
2022,10.144.46.64/26,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
2023,10.144.47.128/27,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
2024,10.144.46.128/26,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
2025,10.67.5.0/24,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
2026,10.67.8.0/23,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
2027,10.67.4.0/25,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
2028,10.67.12.0/24,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
2029,10.67.11.64/27,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
2030,10.67.11.160/27,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
2031,10.25.20.0/24,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
2032,10.25.21.0/24,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
2033,10.67.10.0/24,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
2034,10.67.11.128/27,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
2035,192.168.232.0/23,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
2036,10.67.77.80/29,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
2037,10.67.77.72/29,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
2038,194.3.246.32/27,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
2039,194.4.231.64/26,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
2040,10.67.253.0/26,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
2041,194.2.91.208/28,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
2042,10.24.128.240/28,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
2043,10.24.129.0/27,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
2044,10.24.131.128/27,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
2045,10.24.134.128/26,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
2046,10.144.173.0/24,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
2047,10.67.184.0/24,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
2048,10.67.186.192/26,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
2049,10.24.75.160/27,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
2050,10.67.16.32/27,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
2051,10.67.18.0/23,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
2052,10.67.2.0/24,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
2053,10.67.23.0/24,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
2054,10.67.13.0/24,France,FR,Île-de-France,IDF,Paris,48.8543,2.3527
2055,10.29.184.128/26,France,FR,Île-de-France,IDF,Saint-Cloud,48.846,2.2029
2056,10.29.184.64/28,France,FR,Île-de-France,IDF,Saint-Cloud,48.846,2.2029
2057,192.168.155.0/24,France,FR,Île-de-France,IDF,Saint-Cloud,48.846,2.2029
2058,10.26.64.0/24,France,FR,Île-de-France,IDF,Saint-Cloud,48.846,2.2029
2059,10.26.76.64/27,France,FR,Île-de-France,IDF,Saint-Cloud,48.846,2.2029
2060,10.26.76.0/26,France,FR,Île-de-France,IDF,Saint-Cloud,48.846,2.2029
2061,192.168.92.0/29,France,FR,Île-de-France,IDF,Saint-Cloud,48.846,2.2029
2062,10.26.73.0/28,France,FR,Île-de-France,IDF,Saint-Cloud,48.846,2.2029
2063,192.168.16.0/24,France,FR,Île-de-France,IDF,Saint-Cloud,48.846,2.2029
2064,10.26.65.0/25,France,FR,Île-de-France,IDF,Saint-Cloud,48.846,2.2029
2065,10.128.164.0/24,France,FR,Île-de-France,IDF,Saint-Cloud,48.846,2.2029
2066,10.67.252.176/29,France,FR,Île-de-France,IDF,Saint-Cloud,48.846,2.2029
2067,10.26.65.128/25,France,FR,Île-de-France,IDF,Saint-Cloud,48.846,2.2029
2068,10.26.67.224/27,France,FR,Île-de-France,IDF,Saint-Cloud,48.846,2.2029
2069,10.26.67.32/27,France,FR,Île-de-France,IDF,Saint-Cloud,48.846,2.2029
2070,10.26.67.64/27,France,FR,Île-de-France,IDF,Saint-Cloud,48.846,2.2029
2071,10.26.68.0/23,France,FR,Île-de-France,IDF,Saint-Cloud,48.846,2.2029
2072,10.26.71.0/25,France,FR,Île-de-France,IDF,Saint-Cloud,48.846,2.2029
2073,10.26.71.128/25,France,FR,Île-de-France,IDF,Saint-Cloud,48.846,2.2029
2074,10.26.72.0/25,France,FR,Île-de-France,IDF,Saint-Cloud,48.846,2.2029
2075,10.26.73.64/26,France,FR,Île-de-France,IDF,Saint-Cloud,48.846,2.2029
2076,10.26.74.0/24,France,FR,Île-de-France,IDF,Saint-Cloud,48.846,2.2029
2077,10.26.75.0/24,France,FR,Île-de-France,IDF,Saint-Cloud,48.846,2.2029
2078,10.26.96.0/24,France,FR,Île-de-France,IDF,Saint-Cloud,48.846,2.2029
2079,10.29.184.0/27,France,FR,Île-de-France,IDF,Saint-Cloud,48.846,2.2029
2080,10.70.193.128/27,France,FR,Île-de-France,IDF,Saint-Cloud,48.846,2.2029
2081,10.29.184.32/27,France,FR,Île-de-France,IDF,Saint-Cloud,48.846,2.2029
2082,10.24.74.0/24,France,FR,Île-de-France,IDF,Saint-Cloud,48.846,2.2029
2138,10.25.62.208/29,France,FR,Provence-Alpes-Côte d'Azur,PAC,Mandelieu-la-Napoule,43.55,6.9333
2139,10.25.62.240/29,France,FR,Provence-Alpes-Côte d'Azur,PAC,Mandelieu-la-Napoule,43.55,6.9333
2140,10.25.59.160/27,France,FR,Provence-Alpes-Côte d'Azur,PAC,Mandelieu-la-Napoule,43.55,6.9333
2141,10.25.59.144/28,France,FR,Provence-Alpes-Côte d'Azur,PAC,Mandelieu-la-Napoule,43.55,6.9333
2142,10.25.59.0/25,France,FR,Provence-Alpes-Côte d'Azur,PAC,Mandelieu-la-Napoule,43.55,6.9333
2143,10.25.58.128/25,France,FR,Provence-Alpes-Côte d'Azur,PAC,Mandelieu-la-Napoule,43.55,6.9333
2144,10.25.58.0/28,France,FR,Provence-Alpes-Côte d'Azur,PAC,Mandelieu-la-Napoule,43.55,6.9333
2145,10.25.58.32/27,France,FR,Provence-Alpes-Côte d'Azur,PAC,Mandelieu-la-Napoule,43.55,6.9333
2146,10.25.63.96/27,France,FR,Provence-Alpes-Côte d'Azur,PAC,Mandelieu-la-Napoule,43.55,6.9333
2147,10.25.57.0/24,France,FR,Provence-Alpes-Côte d'Azur,PAC,Mandelieu-la-Napoule,43.55,6.9333
2148,10.25.56.0/24,France,FR,Provence-Alpes-Côte d'Azur,PAC,Mandelieu-la-Napoule,43.55,6.9333
2149,10.67.60.0/27,France,FR,Provence-Alpes-Côte d'Azur,PAC,Mandelieu-la-Napoule,43.55,6.9333
2150,10.67.60.48/28,France,FR,Provence-Alpes-Côte d'Azur,PAC,Mandelieu-la-Napoule,43.55,6.9333
2151,10.25.61.0/24,France,FR,Provence-Alpes-Côte d'Azur,PAC,Mandelieu-la-Napoule,43.55,6.9333
2152,10.226.36.240/29,France,FR,Provence-Alpes-Côte d'Azur,PAC,Mandelieu-la-Napoule,43.55,6.9333
2153,10.25.63.64/28,France,FR,Provence-Alpes-Côte d'Azur,PAC,Mougins,43.598,7.0121
2154,10.25.63.240/28,France,FR,Provence-Alpes-Côte d'Azur,PAC,Mougins,43.598,7.0121
2155,10.25.63.128/26,France,FR,Provence-Alpes-Côte d'Azur,PAC,Mougins,43.598,7.0121
2156,10.25.63.0/26,France,FR,Provence-Alpes-Côte d'Azur,PAC,Mougins,43.598,7.0121
2157,10.25.62.64/26,France,FR,Provence-Alpes-Côte d'Azur,PAC,Mougins,43.598,7.0121
2158,10.25.62.224/28,France,FR,Provence-Alpes-Côte d'Azur,PAC,Mougins,43.598,7.0121
2159,10.25.62.0/26,France,FR,Provence-Alpes-Côte d'Azur,PAC,Mougins,43.598,7.0121
2160,10.25.62.128/26,France,FR,Provence-Alpes-Côte d'Azur,PAC,Mougins,43.598,7.0121
2161,10.25.62.248/29,France,FR,Provence-Alpes-Côte d'Azur,PAC,Mougins,43.598,7.0121
2163,10.228.131.0/24,France,FR,Nouvelle-Aquitaine,NAQ,Pau,43.304,-0.3744
2164,10.0.43.0/24,France,FR,Nouvelle-Aquitaine,NAQ,Pau,43.304,-0.3744
2165,203.30.111.0/24,France,FR,Nouvelle-Aquitaine,NAQ,Pau,43.304,-0.3744
2166,192.168.255.0/24,France,FR,Nouvelle-Aquitaine,NAQ,Pau,43.304,-0.3744
2167,10.226.131.0/24,France,FR,Nouvelle-Aquitaine,NAQ,Pau,43.304,-0.3744
2168,10.226.132.0/24,France,FR,Nouvelle-Aquitaine,NAQ,Pau,43.304,-0.3744
2169,10.230.25.0/28,France,FR,Nouvelle-Aquitaine,NAQ,Pau,43.304,-0.3744
2170,10.0.61.0/24,France,FR,Nouvelle-Aquitaine,NAQ,Pau,43.304,-0.3744
2171,10.0.60.0/24,France,FR,Nouvelle-Aquitaine,NAQ,Pau,43.304,-0.3744
2172,10.0.59.0/24,France,FR,Nouvelle-Aquitaine,NAQ,Pau,43.304,-0.3744
2173,10.0.58.0/24,France,FR,Nouvelle-Aquitaine,NAQ,Pau,43.304,-0.3744
2174,10.0.57.0/24,France,FR,Nouvelle-Aquitaine,NAQ,Pau,43.304,-0.3744
2175,10.0.56.0/24,France,FR,Nouvelle-Aquitaine,NAQ,Pau,43.304,-0.3744
2176,10.0.42.0/24,France,FR,Nouvelle-Aquitaine,NAQ,Pau,43.304,-0.3744
2177,10.0.62.0/24,France,FR,Nouvelle-Aquitaine,NAQ,Pau,43.304,-0.3744
2178,10.0.40.0/24,France,FR,Nouvelle-Aquitaine,NAQ,Pau,43.304,-0.3744
2179,83.173.68.88/29,France,FR,Nouvelle-Aquitaine,NAQ,Pau,43.304,-0.3744
2180,10.0.63.0/24,France,FR,Nouvelle-Aquitaine,NAQ,Pau,43.304,-0.3744
2181,10.0.64.0/24,France,FR,Nouvelle-Aquitaine,NAQ,Pau,43.304,-0.3744
2182,10.0.65.0/24,France,FR,Nouvelle-Aquitaine,NAQ,Pau,43.304,-0.3744
2183,203.30.110.0/24,France,FR,Nouvelle-Aquitaine,NAQ,Pau,43.304,-0.3744
2184,10.0.79.0/24,France,FR,Nouvelle-Aquitaine,NAQ,Pau,43.304,-0.3744
2185,10.0.78.0/24,France,FR,Nouvelle-Aquitaine,NAQ,Pau,43.304,-0.3744
2186,203.30.104.0/24,France,FR,Nouvelle-Aquitaine,NAQ,Pau,43.304,-0.3744
2187,10.0.72.0/24,France,FR,Nouvelle-Aquitaine,NAQ,Pau,43.304,-0.3744
2188,10.0.71.0/24,France,FR,Nouvelle-Aquitaine,NAQ,Pau,43.304,-0.3744
2189,10.0.70.0/24,France,FR,Nouvelle-Aquitaine,NAQ,Pau,43.304,-0.3744
2190,10.0.69.0/24,France,FR,Nouvelle-Aquitaine,NAQ,Pau,43.304,-0.3744
2191,10.0.68.0/24,France,FR,Nouvelle-Aquitaine,NAQ,Pau,43.304,-0.3744
2192,10.0.67.0/24,France,FR,Nouvelle-Aquitaine,NAQ,Pau,43.304,-0.3744
2193,10.0.66.0/24,France,FR,Nouvelle-Aquitaine,NAQ,Pau,43.304,-0.3744
2194,10.25.65.240/28,France,FR,Nouvelle-Aquitaine,NAQ,Pau,43.304,-0.3744
2195,10.67.222.64/28,France,FR,Nouvelle-Aquitaine,NAQ,Pau,43.304,-0.3744
2196,10.26.227.0/28,France,FR,Nouvelle-Aquitaine,NAQ,Pau,43.304,-0.3744
2197,10.25.64.0/24,France,FR,Nouvelle-Aquitaine,NAQ,Pau,43.304,-0.3744
2198,10.25.65.0/25,France,FR,Nouvelle-Aquitaine,NAQ,Pau,43.304,-0.3744
2199,10.25.65.128/26,France,FR,Nouvelle-Aquitaine,NAQ,Pau,43.304,-0.3744
2200,10.25.65.224/28,France,FR,Nouvelle-Aquitaine,NAQ,Pau,43.304,-0.3744
2201,10.25.66.64/27,France,FR,Nouvelle-Aquitaine,NAQ,Pau,43.304,-0.3744
2202,10.25.66.96/27,France,FR,Nouvelle-Aquitaine,NAQ,Pau,43.304,-0.3744
2203,10.25.67.0/24,France,FR,Nouvelle-Aquitaine,NAQ,Pau,43.304,-0.3744
2204,10.25.68.0/24,France,FR,Nouvelle-Aquitaine,NAQ,Pau,43.304,-0.3744
2205,10.223.195.240/28,France,FR,Nouvelle-Aquitaine,NAQ,Pau,43.304,-0.3744
2206,10.223.195.224/28,France,FR,Nouvelle-Aquitaine,NAQ,Pau,43.304,-0.3744
2207,10.223.132.0/24,France,FR,Nouvelle-Aquitaine,NAQ,Pau,43.304,-0.3744
2405,10.223.106.0/26,France,FR,Île-de-France,IDF,Boulogne-Billancourt,48.8356,2.2549
2406,10.228.172.0/23,France,FR,Île-de-France,IDF,Boulogne-Billancourt,48.8356,2.2549
2407,10.226.172.0/23,France,FR,Île-de-France,IDF,Boulogne-Billancourt,48.8356,2.2549
2408,10.230.20.144/28,France,FR,Île-de-France,IDF,Boulogne-Billancourt,48.8356,2.2549
2414,10.26.203.128/29,France,FR,Auvergne-Rhone-Alpes,ARA,Grenoble,45.1733,5.7238
2415,10.26.204.224/27,France,FR,Auvergne-Rhone-Alpes,ARA,Grenoble,45.1733,5.7238
2416,10.26.203.0/27,France,FR,Auvergne-Rhone-Alpes,ARA,Grenoble,45.1733,5.7238
2417,10.68.159.0/28,France,FR,Auvergne-Rhone-Alpes,ARA,Grenoble,45.1733,5.7238
2418,10.26.198.64/27,France,FR,Auvergne-Rhone-Alpes,ARA,Grenoble,45.1733,5.7238
2419,10.26.203.144/28,France,FR,Auvergne-Rhone-Alpes,ARA,Grenoble,45.1733,5.7238
2420,10.26.192.160/29,France,FR,Auvergne-Rhone-Alpes,ARA,Grenoble,45.1733,5.7238
2421,10.26.203.64/26,France,FR,Auvergne-Rhone-Alpes,ARA,Grenoble,45.1733,5.7238
2422,10.26.203.192/27,France,FR,Auvergne-Rhone-Alpes,ARA,Grenoble,45.1733,5.7238
2423,10.26.198.0/28,France,FR,Auvergne-Rhone-Alpes,ARA,Grenoble,45.1733,5.7238
2424,10.26.204.208/29,France,FR,Auvergne-Rhone-Alpes,ARA,Grenoble,45.1733,5.7238
2425,10.68.150.0/23,France,FR,Auvergne-Rhone-Alpes,ARA,Grenoble,45.1733,5.7238
2426,10.68.152.0/24,France,FR,Auvergne-Rhone-Alpes,ARA,Grenoble,45.1733,5.7238
2427,10.68.155.0/26,France,FR,Auvergne-Rhone-Alpes,ARA,Grenoble,45.1733,5.7238
2428,10.68.157.64/26,France,FR,Auvergne-Rhone-Alpes,ARA,Grenoble,45.1733,5.7238
2429,10.68.159.16/28,France,FR,Auvergne-Rhone-Alpes,ARA,Grenoble,45.1733,5.7238
2430,10.68.159.192/26,France,FR,Auvergne-Rhone-Alpes,ARA,Grenoble,45.1733,5.7238
2431,10.68.155.64/28,France,FR,Auvergne-Rhone-Alpes,ARA,Grenoble,45.1733,5.7238
2432,10.68.148.0/23,France,FR,Auvergne-Rhone-Alpes,ARA,Grenoble,45.1733,5.7238
2433,10.68.158.192/27,France,FR,Auvergne-Rhone-Alpes,ARA,Grenoble,45.1733,5.7238
2434,10.68.144.0/22,France,FR,Auvergne-Rhone-Alpes,ARA,Grenoble,45.1733,5.7238
2435,10.68.157.160/27,France,FR,Auvergne-Rhone-Alpes,ARA,Grenoble,45.1733,5.7238
2436,10.68.159.64/26,France,FR,Auvergne-Rhone-Alpes,ARA,Grenoble,45.1733,5.7238
2437,10.68.158.224/27,France,FR,Auvergne-Rhone-Alpes,ARA,Grenoble,45.1733,5.7238
2438,10.26.204.192/28,France,FR,Auvergne-Rhone-Alpes,ARA,Grenoble,45.1733,5.7238
2439,10.26.205.0/24,France,FR,Auvergne-Rhone-Alpes,ARA,Grenoble,45.1733,5.7238
2440,10.26.206.0/24,France,FR,Auvergne-Rhone-Alpes,ARA,Grenoble,45.1733,5.7238
2441,10.26.207.0/29,France,FR,Auvergne-Rhone-Alpes,ARA,Grenoble,45.1733,5.7238
2442,10.26.204.128/26,France,FR,Auvergne-Rhone-Alpes,ARA,Grenoble,45.1733,5.7238
2443,10.26.204.0/25,France,FR,Auvergne-Rhone-Alpes,ARA,Grenoble,45.1733,5.7238
2444,10.26.202.0/24,France,FR,Auvergne-Rhone-Alpes,ARA,Grenoble,45.1733,5.7238
2445,10.26.200.64/26,France,FR,Auvergne-Rhone-Alpes,ARA,Grenoble,45.1733,5.7238
2446,10.26.192.128/27,France,FR,Auvergne-Rhone-Alpes,ARA,Grenoble,45.1733,5.7238
2447,10.26.193.0/24,France,FR,Auvergne-Rhone-Alpes,ARA,Grenoble,45.1733,5.7238
2448,10.26.194.0/24,France,FR,Auvergne-Rhone-Alpes,ARA,Grenoble,45.1733,5.7238
2449,10.26.195.0/25,France,FR,Auvergne-Rhone-Alpes,ARA,Grenoble,45.1733,5.7238
2450,10.26.196.0/23,France,FR,Auvergne-Rhone-Alpes,ARA,Grenoble,45.1733,5.7238
2451,10.26.198.128/25,France,FR,Auvergne-Rhone-Alpes,ARA,Grenoble,45.1733,5.7238
2452,10.26.200.0/26,France,FR,Auvergne-Rhone-Alpes,ARA,Grenoble,45.1733,5.7238
2453,10.26.200.128/26,France,FR,Auvergne-Rhone-Alpes,ARA,Grenoble,45.1733,5.7238
2454,10.26.200.192/27,France,FR,Auvergne-Rhone-Alpes,ARA,Grenoble,45.1733,5.7238
2455,10.67.52.16/29,France,FR,Nouvelle-Aquitaine,NAQ,Bayonne,43.4823,-1.4825
2456,10.25.41.0/24,France,FR,Nouvelle-Aquitaine,NAQ,Bayonne,43.4823,-1.4825
2457,10.67.52.48/28,France,FR,Nouvelle-Aquitaine,NAQ,Bayonne,43.4823,-1.4825
2458,10.25.40.0/24,France,FR,Nouvelle-Aquitaine,NAQ,Bayonne,43.4823,-1.4825
2459,10.67.26.0/24,France,FR,Nouvelle-Aquitaine,NAQ,Bayonne,43.4823,-1.4825
2460,10.67.27.0/24,France,FR,Nouvelle-Aquitaine,NAQ,Bayonne,43.4823,-1.4825
2461,10.67.52.0/28,France,FR,Nouvelle-Aquitaine,NAQ,Bayonne,43.4823,-1.4825
2462,10.67.52.192/26,France,FR,Nouvelle-Aquitaine,NAQ,Bayonne,43.4823,-1.4825
2463,10.67.52.64/26,France,FR,Nouvelle-Aquitaine,NAQ,Bayonne,43.4823,-1.4825
2464,10.67.53.0/26,France,FR,Nouvelle-Aquitaine,NAQ,Bayonne,43.4823,-1.4825
2465,10.67.53.128/25,France,FR,Nouvelle-Aquitaine,NAQ,Bayonne,43.4823,-1.4825
2466,10.67.53.64/27,France,FR,Nouvelle-Aquitaine,NAQ,Bayonne,43.4823,-1.4825
2467,10.67.53.96/27,France,FR,Nouvelle-Aquitaine,NAQ,Bayonne,43.4823,-1.4825
2468,10.67.54.128/25,France,FR,Nouvelle-Aquitaine,NAQ,Bayonne,43.4823,-1.4825
2469,10.67.54.0/27,France,FR,Nouvelle-Aquitaine,NAQ,Bayonne,43.4823,-1.4825
2470,10.70.192.16/28,France,FR,Nouvelle-Aquitaine,NAQ,Bayonne,43.4823,-1.4825
2471,10.67.55.0/24,France,FR,Nouvelle-Aquitaine,NAQ,Bayonne,43.4823,-1.4825
2472,10.67.54.64/26,France,FR,Nouvelle-Aquitaine,NAQ,Bayonne,43.4823,-1.4825
2473,10.25.4.96/27,France,FR,Auvergne-Rhone-Alpes,ARA,Aubiere,45.7516,3.1125
2474,10.25.0.0/24,France,FR,Auvergne-Rhone-Alpes,ARA,Aubiere,45.7516,3.1125
2475,10.25.10.160/28,France,FR,Auvergne-Rhone-Alpes,ARA,Aubiere,45.7516,3.1125
2476,10.67.252.80/29,France,FR,Auvergne-Rhone-Alpes,ARA,Aubiere,45.7516,3.1125
2477,10.68.244.0/23,France,FR,Auvergne-Rhone-Alpes,ARA,Aubiere,45.7516,3.1125
2478,10.70.102.0/23,France,FR,Auvergne-Rhone-Alpes,ARA,Aubiere,45.7516,3.1125
2479,194.2.92.64/26,France,FR,Auvergne-Rhone-Alpes,ARA,Aubiere,45.7516,3.1125
2480,10.25.10.128/28,France,FR,Auvergne-Rhone-Alpes,ARA,Aubiere,45.7516,3.1125
2481,10.25.10.0/25,France,FR,Auvergne-Rhone-Alpes,ARA,Aubiere,45.7516,3.1125
2482,10.25.9.128/27,France,FR,Auvergne-Rhone-Alpes,ARA,Aubiere,45.7516,3.1125
2483,10.25.6.0/24,France,FR,Auvergne-Rhone-Alpes,ARA,Aubiere,45.7516,3.1125
2484,10.25.5.0/27,France,FR,Auvergne-Rhone-Alpes,ARA,Aubiere,45.7516,3.1125
2485,10.25.4.128/25,France,FR,Auvergne-Rhone-Alpes,ARA,Aubiere,45.7516,3.1125
2486,10.25.3.16/28,France,FR,Auvergne-Rhone-Alpes,ARA,Aubiere,45.7516,3.1125
2487,10.25.3.128/25,France,FR,Auvergne-Rhone-Alpes,ARA,Aubiere,45.7516,3.1125
2488,10.25.15.64/26,France,FR,Auvergne-Rhone-Alpes,ARA,Aubiere,45.7516,3.1125
2489,10.25.15.224/27,France,FR,Auvergne-Rhone-Alpes,ARA,Aubiere,45.7516,3.1125
2490,10.25.10.144/28,France,FR,Auvergne-Rhone-Alpes,ARA,Aubiere,45.7516,3.1125
